partnerid,stream,habitat,block,maxT,stripid
133,3,STR,D,41.6,3832
133,3,RIP,U,41.9,3834
133,3,STR,U,43.1,3837
133,3,STR,U,48.7,3844
133,3,STR,D,51.7,3848
133,4,STR,U,23.9,3815
133,4,STR,U,24.3,3816
133,4,STR,D,31.4,3818
133,4,RIP,U,34.9,3822
133,4,STR,D,38.3,3826
133,4,RIP,U,39,3828
133,4,RIP,D,42.4,3835
133,4,RIP,D,49.5,3846
134,1,STR,U,21,4239
134,1,RIP,U,28,4243
134,1,STR,U,32.1,4246
134,1,RIP,D,36.6,4250
134,1,STR,D,40.1,4254
134,1,RIP,D,45.2,4257
134,1,RIP,U,45.4,4259
134,1,STR,D,51.5,4261
134,2,STR,D,28.7,4244
134,2,STR,U,34.2,4248
134,2,RIP,U,36.1,4249
134,2,STR,D,36.8,4251
134,2,STR,U,41.8,4256
134,2,RIP,D,45.3,4258
134,2,RIP,D,54.5,4262
134,2,RIP,U,66,4271
134,3,STR,U,10.7,4236
134,3,STR,U,13,4237
134,3,STR,D,14.8,4238
134,3,STR,D,24,4241
134,3,RIP,D,38.9,4252
134,3,RIP,D,55.6,4263
134,3,RIP,U,61.7,4264
134,3,RIP,U,62.1,4265
134,4,RIP,D,22.7,4240
134,4,STR,D,27.4,4242
134,4,STR,U,31.4,4245
134,4,STR,U,32.7,4247
134,4,STR,D,39.5,4253
134,4,RIP,U,41.3,4255
134,4,RIP,D,51.4,4260
134,4,RIP,U,64.8,4268
134,0,,,64.5,4266
134,0,,,64.7,4267
134,0,,,65.4,4269
134,0,,,65.6,4270
134,0,,,70.8,4272
135,1,RIP,U,26.3,4379
135,1,RIP,U,29,4380
135,1,RIP,D,29.7,4382
135,1,STR,U,34,4386
135,1,STR,U,36.4,4389
135,1,RIP,D,37.1,4391
135,1,STR,D,40.2,4394
135,1,STR,D,43.9,4401
135,2,STR,D,34.4,4387
135,2,STR,U,40.2,4395
135,2,RIP,D,41.6,4398
135,2,STR,U,41.6,4399
135,2,STR,D,43.5,4400
135,2,RIP,U,44.6,4403
135,2,RIP,D,47.5,4404
135,2,RIP,U,50,4407
135,3,STR,D,20,4377
135,3,STR,D,23,4378
135,3,STR,U,29.5,4381
135,3,STR,U,30.2,4383
135,3,RIP,U,33,4384
135,3,RIP,D,34.9,4388
135,3,RIP,D,36.7,4390
135,3,RIP,U,44,4402
135,4,STR,U,33.7,4385
135,4,RIP,D,39.3,4392
135,4,RIP,D,39.5,4393
135,4,RIP,U,40.4,4396
135,4,STR,U,41.2,4397
135,4,RIP,U,48.9,4405
135,4,STR,D,49.1,4406
135,4,STR,D,51.5,4408
135,0,,,57.2,4409
135,0,,,61.8,4410
135,0,,,62,4411
135,0,,,63.3,4412
135,0,,,64.6,4413
